,MS,JPM,C,WFC,BAC,PG,WMT,MO,KR,KHC,KMI,HAL,XOM,OXY,MRO,3-Year Note Auction,30-Year Bond Auction,5-Year Note Auction,7-Year Note Auction,All Car Sales,All Truck Sales,Building Permits (MoM),CB Employment Trends Index,Challenger Job Cuts,Chicago Fed National Activity,Cleveland CPI (MoM),Continuing Jobless Claims,Core CPI (YoY),Core CPI Index,Core PCE Price Index (YoY),CPI (YoY),"CPI Index, n.s.a.",Dallas Fed Mfg Business Index,Dallas Fed PCE,Dallas Fed Services Revenues,Durables Excluding Defense (MoM),EIA Weekly Distillates Stocks,Existing Home Sales (MoM),Export Price Index (MoM),Factory orders ex transportation (MoM),"US Foreign Buying, T-bonds",Gasoline Inventories,Goods Orders Non Defense Ex Air (MoM),Government Payrolls,House Price Index (YoY),Housing Starts (MoM),ISM Manufacturing Employment,ISM Manufacturing New Orders Index,ISM Non-Manufacturing Business Activity,ISM Non-Manufacturing Employment,ISM Non-Manufacturing New Orders,ISM Non-Manufacturing Prices,Jobless Claims 4-Week Avg.,JOLTs Job Openings,KC Fed Composite Index,KC Fed Manufacturing Index,Manufacturing Production (MoM),Manufacturing Payrolls,MBA 30-Year Mortgage Rate,MBA Purchase Index,Michigan 5-Year Inflation Expectations,Michigan Consumer Expectations,Michigan Current Conditions,House Price Index,Mortgage Market Index,Mortgage Refinance Index,New Home Sales (MoM),ISM-New York Index,NFIB Small Business Optimism,Overall Net Capital Flow,Pending Home Sales Index,Philly Fed Business Conditions,Philly Fed CAPEX Index,Philly Fed Employment,Philly Fed New Orders,Philly Fed Prices Paid,Private Nonfarm Payrolls,Real Earnings (MoM),Real Personal Consumption (MoM),Redbook (MoM),Redbook (YoY),Retail Control (MoM),Retail Sales Ex Gas/Autos (MoM),Richmond Manufacturing Shipments,Richmond Services Index,S&P/CS HPI Composite - 20 s.a. (MoM),S&P/CS HPI Composite - 20 n.s.a. (MoM),Texas Services Sector Outlook,TIC Net Long-Term Transactions including Swaps,CFTC Crude Oil speculative net positions,CFTC Gold speculative net positions,CFTC Silver speculative net positions,Construction Spending (MoM),ISM Manufacturing PMI,ISM Manufacturing Prices,Factory Orders (MoM),Pending Home Sales (MoM),Total Vehicle Sales,MBA Mortgage Applications (WoW),Challenger Job Cuts (YoY),ADP Nonfarm Employment Change,ISM Non-Manufacturing PMI,Crude Oil Inventories,Initial Jobless Claims,Natural Gas Storage,Average Hourly Earnings (MoM),Average Weekly Hours,Nonfarm Payrolls,U6 Unemployment Rate,Unemployment Rate,Wholesale Inventories (MoM),U.S. Baker Hughes Oil Rig Count,Consumer Credit,Trade Balance,IBD/TIPP Economic Optimism,Federal Budget Balance,Core Retail Sales (MoM),Import Price Index (MoM),Retail Sales (MoM),Business Inventories (MoM),Core CPI (MoM),CPI (MoM),NY Empire State Manufacturing Index,Capacity Utilization Rate,Industrial Production (MoM),Michigan Consumer Sentiment,Michigan Inflation Expectations,TIC Net Long-Term Transactions,NAHB Housing Market Index,Building Permits,Core PPI (MoM),Housing Starts,PPI (MoM),Philadelphia Fed Manufacturing Index,Existing Home Sales,S&P/CS HPI Composite - 20 n.s.a. (YoY),CB Consumer Confidence,House Price Index (MoM),Richmond Manufacturing Index,New Home Sales,Fed Interest Rate Decision,Core Durable Goods Orders (MoM),Durable Goods Orders (MoM),Employment Cost Index (QoQ),GDP (QoQ),GDP Price Index (QoQ),Chicago PMI,10-Year Note Auction,Core PCE Price Index (MoM),Personal Income (MoM),Personal Spending (MoM),Nonfarm Productivity (QoQ),Unit Labor Costs (QoQ),Current Account,3-Month Bill Auction,PPI (YoY)
2013Q4,78720000000.0,261760000000.0,218210000000.0,216980000000.0,244140000000.0,210990000000.0,1156880000000.0,60800000000.0,224700000000.0,20940000000.0,38720000000.0,76390000000.0,1108600000000.0,18870000000.0,15310000000.0,0.6616666666666667,3.822666666666666,1.413333333333333,2.1203333333333334,7790000.0,7936666.666666668,2.1500000000000004,114.54666666666668,40965.0,0.18666666666666668,0.15000000000000002,2860.0,1.7,233.92666666666665,1.4,1.1333333333333335,232.0733333333333,2.8666666666666667,1.4,10.733333333333334,1.1333333333333335,-1022428.5714285716,-2.7,-0.16666666666666666,-0.4,18900000000.0,279769.23076923075,0.6000000000000001,7333.333333333332,7.675,19.95,53.96666666666667,56.46666666666666,58.26666666666667,54.5,56.93333333333334,55.53333333333333,341153.33333333326,3840000.0,3.333333333333333,6.666666666666668,0.4666666666666666,21333.33333333333,4.398888888888888,187.16666666666663,2.8666666666666667,63.6,91.43333333333334,201.26666666666665,560.9566666666666,2759.833333333333,4.625,600.4333333333334,92.66666666666669,28400000000.0,101.56666666666666,43.5,20.733333333333327,5.45,11.3,21.233333333333334,178000.0,0.275,0.275,-0.9357142857142856,3.505333333333333,0.26666666666666666,0.4,4.666666666666667,6.0,0.9666666666666668,0.6000000000000001,8.666666666666666,25925000000.0,317723.07692307694,55661.53846153847,12630.769230769229,0.3666666666666667,56.63333333333333,54.83333333333334,0.2333333333333333,-2.0,15640000.0,-2.1538461538461537,-1.9,170333.33333333337,54.56666666666666,716461.5384615384,340538.4615384616,-24230769230.76923,0.13333333333333333,34.46666666666667,185000.0,13.733333333333333,7.166666666666668,0.7666666666666666,1381.8461538461538,15186666666.666666,-40406666666.666664,40.96666666666667,-50566666666.666664,0.3333333333333333,-0.3666666666666665,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.03333333333333333,0.09666666666666668,78.46666666666665,0.5333333333333333,76.75,2.983333333333333,17333333333.333332,55.66666666666666,1003666.6666666664,0.13333333333333333,1091000.0,-0.13333333333333333,11.1,5103333.333333333,13.233333333333334,73.23333333333333,0.3666666666666667,9.0,420666.66666666674,0.25,0.3333333333333333,1.7333333333333334,0.4,3.5,1.9666666666666668,62.66666666666666,2.7436666666666665,0.10000000000000002,0.20000000000000004,0.3333333333333333,2.45,-1.0,-94800000000.0,0.0673076923076923,0.4333333333333333
2014Q1,89960000000.0,253410000000.0,237970000000.0,216220000000.0,254160000000.0,196410000000.0,1297060000000.0,55170000000.0,232220000000.0,43620000000.0,40470000000.0,73480000000.0,1063250000000.0,49680000000.0,26900000000.0,0.7719999999999999,3.739666666666667,1.6056666666666668,2.184333333333333,7456666.666666668,8383333.333333332,-0.2333333333333334,116.39,39166.66666666666,-0.03,0.2333333333333333,2931.615384615385,1.6333333333333335,236.29333333333332,1.2333333333333334,1.4,234.99666666666667,3.0,1.4,17.133333333333333,0.6,-131076.92307692303,-1.5,0.6666666666666666,0.3333333333333333,4620000000.0,-205692.3076923077,-0.30000000000000004,-666.6666666666666,7.566666666666667,-8.666666666666666,53.83333333333334,55.1,55.5,53.23333333333333,50.53333333333333,55.3,335769.23076923075,3986666.666666666,6.333333333333332,7.0,0.3666666666666667,15000.0,4.539166666666667,173.59666666666664,2.9,70.10000000000001,95.53333333333336,209.2,378.3999999999999,1558.0733333333335,-0.2333333333333334,621.3666666666667,93.13333333333333,-17733333333.333332,96.4,36.66666666666666,22.9,5.5,5.8,17.3,130333.33333333331,-0.13333333333333333,0.2333333333333333,-0.6833333333333332,3.0,0.3,0.3666666666666667,0.6666666666666666,2.333333333333333,0.8333333333333334,-0.10000000000000002,12.9,-31366666666.666668,376015.3846153846,80492.30769230769,18838.46153846154,0.4000000000000001,53.83333333333334,58.0,-0.1333333333333333,-3.1333333333333333,15326666.666666664,0.6166666666666667,-6.2333333333333325,184000.0,52.86666666666667,1145923.076923077,330153.84615384607,-167230769230.76926,0.2333333333333333,34.333333333333336,120666.66666666669,12.633333333333333,6.666666666666668,0.4666666666666666,1428.8461538461538,14926666666.666666,-37350000000.0,45.06666666666666,-50233333333.333336,0.3333333333333333,0.3333333333333333,0.033333333333333326,0.43333333333333335,0.10000000000000002,0.16666666666666666,7.533333333333334,78.83333333333333,0.2,80.71666666666665,3.166666666666666,-22633333333.333332,49.66666666666666,980333.3333333336,0.1,928666.6666666664,0.1666666666666667,4.033333333333334,4696666.666666667,13.433333333333332,80.36666666666667,0.4666666666666666,-0.3333333333333333,440666.66666666674,0.25,-0.1,-1.0333333333333332,0.5,2.733333333333333,1.5,58.43333333333334,2.8443333333333336,0.10000000000000002,0.2,0.3666666666666667,2.5,-0.8500000000000001,-81100000000.0,0.0503846153846154,1.1
2014Q2,86080000000.0,267410000000.0,230400000000.0,220680000000.0,246750000000.0,128310000000.0,1149600000000.0,62560000000.0,329610000000.0,27290000000.0,39370000000.0,80510000000.0,1112080000000.0,51330000000.0,28880000000.0,0.9176666666666669,3.4696666666666665,1.6383333333333334,2.159666666666667,7780000.0,8730000.0,-0.2666666666666669,118.03333333333332,42566.66666666666,0.03,0.26666666666666666,2675.923076923077,1.8333333333333333,237.5833333333333,1.4666666666666668,1.8666666666666665,237.77,10.366666666666667,2.3000000000000003,18.7,0.16666666666666666,628076.9230769231,2.0,-0.4666666666666666,0.6,34900000000.0,-170846.15384615384,0.5666666666666668,9666.666666666666,6.433333333333334,3.1666666666666665,52.86666666666667,58.0,60.20000000000001,52.43333333333334,57.36666666666667,60.16666666666666,316769.23076923075,4213333.333333333,7.666666666666668,9.333333333333334,0.3666666666666667,15333.333333333336,4.409230769230769,179.16333333333333,2.8666666666666667,73.43333333333331,96.23333333333332,211.26666666666665,356.3933333333334,1368.9533333333334,3.5000000000000004,628.1999999999998,95.06666666666668,59466666666.66665,100.8,38.66666666666666,24.96666666666667,8.866666666666667,14.333333333333336,24.33333333333333,227000.0,-0.03333333333333333,0.09999999999999998,-0.3384615384615385,3.43076923076923,0.3666666666666667,0.5,4.333333333333333,6.0,-0.13333333333333333,0.6666666666666666,15.333333333333336,12233333333.333334,412961.53846153844,85692.30769230769,11746.153846153846,0.16666666666666666,54.66666666666666,58.5,1.1333333333333335,3.2999999999999994,16403333.333333336,-0.16153846153846138,7.0,196666.66666666663,54.86666666666667,432230.7692307693,315230.76923076925,71769230769.23077,0.06666666666666668,34.5,232333.33333333328,12.133333333333333,6.433333333333334,0.9,1530.0,20290000000.0,-43306666666.666664,47.16666666666666,-20000000000.0,0.26666666666666666,0.09999999999999998,0.5000000000000001,0.4666666666666666,0.2333333333333333,0.3,13.193333333333333,78.96666666666667,0.2333333333333333,82.35,3.1500000000000004,21833333333.333332,47.0,1020333.3333333336,0.3333333333333333,1006333.3333333336,0.30000000000000004,16.599999999999998,4710000.0,12.033333333333333,83.5,0.4333333333333333,5.666666666666668,440333.33333333326,0.25,0.6666666666666666,0.8000000000000002,0.5,1.5,1.6200000000000003,63.7,2.66,0.20000000000000004,0.4000000000000001,0.3333333333333333,-0.02500000000000013,2.6,-104850000000.0,0.030000000000000006,1.8333333333333333
2014Q3,89070000000.0,262880000000.0,230140000000.0,222360000000.0,238480000000.0,187710000000.0,1201250000000.0,64910000000.0,253100000000.0,25940000000.0,42910000000.0,87010000000.0,1071300000000.0,49040000000.0,28700000000.0,0.9940000000000001,3.2776666666666667,1.7219999999999998,2.1766666666666663,8246666.666666668,8920000.0,-0.05000000000000026,120.725,37200.0,0.1925,0.125,2509.0,1.8,238.44666666666663,1.5,1.875,238.04333333333332,10.2,1.3666666666666665,25.55,1.466666666666666,617615.3846153846,1.4,-0.2333333333333333,0.02000000000000001,15440000000.0,-357923.0769230769,-0.04999999999999999,5000.0,4.819999999999999,-0.4250000000000009,55.925,62.95,62.2,56.5,62.72500000000001,58.75,302250.0,4710600.0,6.0,8.0,0.3666666666666667,14000.0,4.317692307692308,169.46666666666667,2.8,71.89999999999998,98.55,213.35,345.8633333333333,1347.0,1.925,645.625,95.525,-8280000000.0,105.2,60.16666666666666,20.95,14.166666666666664,23.45,29.65,207500.0,0.15000000000000002,0.07499999999999997,-0.2,4.171428571428572,0.16666666666666666,0.2333333333333333,7.0,16.5,-0.125,0.5800000000000001,25.25,23940000000.0,347300.0,120946.15384615384,30438.46153846154,-0.22,57.0,58.75,0.08000000000000007,0.375,16996666.666666668,-0.13846153846153852,-5.5,229000.0,58.225,-2314769.230769231,299461.53846153844,89153846153.84616,0.1,34.525,221750.0,12.0,6.075000000000001,0.38,1576.8461538461538,18462000000.0,-41922000000.0,45.1,-11750000000.0,0.14999999999999994,-0.375,0.125,0.36,0.07500000000000001,0.075,22.61,79.1,0.375,82.33333333333333,3.2,39700000000.0,55.66666666666666,1007750.0,0.125,989750.0,0.1,24.8,5102500.0,6.92,89.76666666666668,0.28,11.0,447250.0,0.25,0.125,0.9500000000000004,0.7,4.133333333333334,1.6,59.13333333333333,2.5236666666666667,0.1,0.275,0.15000000000000002,2.15,-0.35,-100300000000.0,0.02384615384615385,1.75
2014Q4,77640000000.0,246390000000.0,210580000000.0,224460000000.0,228900000000.0,184950000000.0,1190010000000.0,62580000000.0,249870000000.0,12370000000.0,39510000000.0,87700000000.0,872760000000.0,43070000000.0,23980000000.0,1.0193333333333332,3.0046666666666666,1.6336666666666666,2.034333333333333,7963333.333333332,8530000.0,-0.20000000000000012,123.165,43550.0,0.435,0.15000000000000002,2378.142857142857,1.75,238.04333333333332,1.4333333333333331,1.5,235.54333333333332,8.366666666666667,1.5,19.1,-1.4666666666666668,-205285.7142857143,-2.3,-0.5333333333333333,-1.4,500000000.0,1337428.5714285714,-0.65,2250.0,4.5,-2.2,55.2,64.17500000000001,60.65000000000001,58.15000000000001,60.25,53.25,289392.85714285716,4834000.0,6.333333333333332,1.75,0.5,15250.0,4.155384615384615,168.90714285714284,2.76,80.52857142857142,102.23333333333332,211.25,369.8714285714286,1534.3107142857143,-0.4500000000000001,660.3,97.1,178400000000.0,101.76666666666664,54.7,19.725,13.9,20.0,18.950000000000006,261500.0,0.65,0.45,-0.5230769230769231,4.384615384615384,0.6333333333333334,0.5666666666666667,10.0,14.75,0.75,-0.1,15.275,-14900000000.0,274000.0,87361.53846153848,14107.692307692307,1.1,58.85,49.0,-0.7,-0.15000000000000002,16696666.666666664,0.6846153846153844,-11.066666666666665,219000.0,58.2,1961214.2857142857,288428.5714285714,16571428571.428572,0.25,34.6,267500.0,12.0,5.8,0.4,1570.3846153846155,13230000000.0,-43400000000.0,46.66666666666666,-89250000000.0,0.4,-1.4,0.5,0.2,0.15000000000000002,-0.15,4.249999999999999,79.5,0.6,89.81666666666668,2.7999999999999994,-1400000000.0,56.33333333333334,1057500.0,0.2,1018500.0,0.0,28.66666666666667,5095000.0,4.5,91.93333333333332,0.6,10.333333333333334,448000.0,0.25,-0.65,-0.14999999999999994,0.7,1.9500000000000002,1.3,61.76666666666667,2.3200000000000003,0.1,0.30000000000000004,0.4,-0.17500000000000027,2.7499999999999996,-106800000000.0,0.02576923076923077,1.45
2015Q1,99070000000.0,259540000000.0,227640000000.0,222550000000.0,234260000000.0,169300000000.0,1315650000000.0,58040000000.0,252070000000.0,24780000000.0,35970000000.0,70500000000.0,676180000000.0,30890000000.0,14840000000.0,1.0266666666666666,2.557,1.3849999999999998,1.7386666666666668,7385000.0,9186666.666666666,-1.1333333333333335,127.81,46733.33333333334,-0.13333333333333333,0.20000000000000004,2413.0,1.7,240.3033333333333,1.3333333333333333,-0.06666666666666668,234.85,-11.0,1.2333333333333334,12.133333333333333,1.5333333333333332,10666.666666666666,0.7999999999999998,-0.6666666666666666,-0.3333333333333333,-17166666666.666666,361500.0,-0.4333333333333333,-2000.0,5.233333333333333,-5.666666666666668,51.83333333333334,52.4,59.46666666666667,54.86666666666667,58.0,49.2,296875.0,5041666.666666667,0.0,0.3333333333333333,0.03333333333333333,9666.666666666666,3.911666666666666,177.19166666666663,2.766666666666667,87.85000000000002,105.93333333333334,220.16666666666663,459.11666666666673,2102.108333333333,-1.2666666666666668,675.4333333333334,97.03333333333336,-2833333333.333333,106.56666666666668,37.53333333333333,16.833333333333332,1.8,5.933333333333334,3.8333333333333335,228000.0,0.3,0.16666666666666666,-0.5769230769230769,3.06923076923077,0.13333333333333333,0.16666666666666666,-1.3333333333333333,14.666666666666664,0.9333333333333332,0.4666666666666666,-1.9,-16100000000.0,266053.84615384607,124838.46153846152,37792.307692307695,-0.6000000000000001,52.63333333333333,36.333333333333336,0.7000000000000001,1.9666666666666668,16603333.333333336,4.266666666666667,15.033333333333333,204666.66666666663,56.7,6768583.333333332,295166.66666666674,-145083333333.33334,0.3,34.56666666666667,226000.0,11.066666666666668,5.566666666666666,0.2333333333333333,1110.4615384615388,15866666666.666666,-42870000000.0,49.36666666666667,-87666666666.66667,-0.2,-0.8999999999999999,-0.16666666666666666,0.13333333333333333,0.20000000000000004,-0.09999999999999998,8.21,78.9,-0.09999999999999998,94.91666666666669,2.75,66666666.66666666,55.0,1061333.333333333,-0.13333333333333333,962666.6666666664,-0.3666666666666667,5.5,4963333.333333333,4.866666666666666,100.2,0.43333333333333335,-0.6666666666666666,500333.33333333326,0.25,-0.10000000000000002,1.8,0.7,-0.2333333333333333,-0.06666666666666668,50.5,2.023,0.10000000000000002,0.2333333333333333,0.10000000000000002,-2.5,5.85,-113300000000.0,0.022692307692307696,-0.4666666666666666
2015Q2,97430000000.0,256420000000.0,225210000000.0,222740000000.0,246000000000.0,177900000000.0,1148260000000.0,66130000000.0,330510000000.0,26160000000.0,34630000000.0,59190000000.0,741130000000.0,34690000000.0,14900000000.0,0.9966666666666668,2.926333333333333,1.55,1.9426666666666668,7723333.333333332,9396666.666666666,9.766666666666666,128.15666666666667,49133.33333333334,-0.08,0.2333333333333333,2253.4615384615386,1.7666666666666666,241.78666666666663,1.2333333333333334,-0.03333333333333333,237.6833333333333,-14.6,2.1,10.533333333333333,0.6333333333333332,736846.1538461539,1.6666666666666667,-0.1,0.2,43200000000.0,-1145538.4615384615,0.7666666666666666,9333.333333333334,5.533333333333334,6.3,51.83333333333334,55.1,60.86666666666667,54.9,58.46666666666666,53.0,277826.92307692306,5329333.333333333,-9.666666666666666,-12.0,-0.06666666666666668,4000.0,3.9953846153846153,202.64615384615388,2.6833333333333336,86.18333333333334,105.25,222.63333333333333,419.20000000000016,1662.4230769230774,0.7333333333333334,685.2000000000003,96.43333333333332,37100000000.0,111.76666666666668,36.36666666666667,13.566666666666668,7.333333333333332,6.633333333333333,-1.5,232666.66666666663,-0.13333333333333333,0.2,-0.3923076923076923,1.623076923076923,0.2,0.2333333333333333,-2.333333333333333,11.333333333333336,-9.251858538542968e-18,1.0666666666666669,1.3999999999999997,67100000000.0,312000.0,93007.69230769233,32823.07692307692,1.0333333333333334,52.6,46.5,0.1333333333333334,0.8333333333333334,17146666.666666668,-0.8923076923076925,12.233333333333333,202333.33333333328,56.5,-283461.53846153844,275230.76923076925,79153846153.84616,0.13333333333333333,34.5,242000.0,10.666666666666666,5.4,0.7000000000000001,680.5384615384615,19123333333.333332,-42196666666.666664,49.7,42133333333.333336,0.3333333333333333,0.3,0.3,0.5,0.20000000000000004,0.26666666666666666,-0.02666666666666669,78.23333333333333,-0.06666666666666668,93.63333333333333,2.7,83333333333.33333,56.33333333333334,1253666.666666667,0.06666666666666668,1115000.0,0.16666666666666666,9.8,5293333.333333333,4.933333333333334,97.33333333333331,0.3,1.3333333333333333,515000.0,0.25,0.6,0.3666666666666667,0.2,3.3000000000000003,1.3666666666666665,49.3,2.2076666666666664,0.10000000000000002,0.43333333333333335,0.3666666666666667,2.3,-0.45,-109700000000.0,0.016538461538461544,-1.0333333333333334
2015Q3,77670000000.0,245950000000.0,216330000000.0,228630000000.0,234880000000.0,165270000000.0,1202290000000.0,66990000000.0,255390000000.0,61200000000.0,37070000000.0,55820000000.0,673440000000.0,31160000000.0,13840000000.0,1.0003333333333333,2.9813333333333336,1.518333333333333,1.9213333333333331,7770000.0,10030000.0,-5.933333333333334,128.60666666666665,68600.0,-0.14666666666666664,0.2333333333333333,2256.076923076923,1.8333333333333333,242.8033333333333,1.2666666666666666,0.13333333333333333,238.30666666666667,-9.966666666666667,1.5666666666666669,13.733333333333334,-0.6666666666666666,1155714.2857142857,0.6333333333333334,-0.7666666666666666,-0.6666666666666666,-15433333333.333334,251142.8571428572,0.5666666666666667,20666.666666666668,5.8,1.2333333333333334,51.46666666666667,52.76666666666667,63.0,57.96666666666666,61.29999999999999,50.96666666666667,274153.84615384607,5551000.0,-8.0,-6.666666666666668,0.06666666666666668,-3666.666666666666,4.143571428571429,201.77857142857144,2.733333333333333,81.85,104.48333333333332,225.3,405.2642857142857,1559.6714285714286,-0.13333333333333286,699.1,95.8,-14133333333.333334,109.03333333333336,42.86666666666667,17.766666666666666,5.033333333333332,7.433333333333333,8.966666666666667,156000.0,0.30000000000000004,0.26666666666666666,-0.3615384615384615,1.4307692307692306,0.2,0.2333333333333333,3.0,24.0,0.16666666666666666,0.4,4.533333333333333,6266666666.666667,248884.61538461532,48115.38461538462,12846.153846153846,0.6666666666666666,51.33333333333334,40.333333333333336,-0.7666666666666666,-1.0666666666666669,17506666.666666668,0.9142857142857144,57.00000000000001,191666.66666666663,58.73333333333333,-362071.4285714286,273923.07692307694,71692307692.3077,0.16666666666666666,34.56666666666667,176666.66666666663,10.233333333333334,5.166666666666666,0.16666666666666666,656.6153846153846,21346666666.666668,-43666666666.666664,45.66666666666666,-40866666666.666664,0.06666666666666668,-0.9333333333333336,0.3,0.13333333333333333,0.13333333333333333,-0.06666666666666668,-8.576666666666666,77.7,-1.8503717077085935e-17,90.68333333333332,2.8166666666666664,20566666666.666668,61.0,1130666.666666667,0.1,1179333.333333333,-0.1,2.6666666666666665,5483333.333333333,5.2,98.46666666666664,0.5666666666666667,2.6666666666666665,509000.0,0.25,0.06666666666666665,-0.4,0.6,1.8666666666666665,1.5333333333333332,52.6,2.1916666666666664,0.10000000000000002,0.26666666666666666,0.26666666666666666,1.9,1.6,-124100000000.0,0.054615384615384614,-0.9
2015Q4,77380000000.0,248150000000.0,213570000000.0,226410000000.0,220000000000.0,169150000000.0,1174080000000.0,63180000000.0,250750000000.0,71240000000.0,36360000000.0,50820000000.0,401730000000.0,28060000000.0,2770000000.0,1.1403333333333332,2.9873333333333334,1.6233333333333333,2.0196666666666663,7910000.0,9790000.0,4.4,128.84,38033.333333333336,-0.12999999999999998,0.20000000000000004,2187.214285714286,1.8333333333333333,242.39333333333332,1.3,0.5,236.66333333333333,-12.566666666666668,1.2000000000000002,11.033333333333333,-0.5,115538.46153846152,-3.8333333333333335,-0.6666666666666666,-0.8999999999999999,-27400000000.0,-45384.61538461538,0.10000000000000002,9666.666666666666,5.599999999999999,1.3,51.9,53.03333333333333,59.46666666666667,56.73333333333333,59.46666666666667,49.63333333333333,268428.5714285714,5127666.666666667,-3.0,-0.3333333333333333,0.2333333333333333,5333.333333333333,4.076666666666667,210.75,2.5666666666666664,83.0,105.53333333333336,221.0,430.0333333333333,1693.3916666666669,8.866666666666667,696.5666666666666,97.09999999999998,-37400000000.0,105.1,34.36666666666667,14.666666666666664,1.6666666666666667,-7.933333333333334,-4.933333333333334,235000.0,0.06666666666666668,0.10000000000000002,-0.02307692307692306,1.7076923076923076,0.13333333333333333,0.16666666666666666,-2.0,5.666666666666668,0.7999999999999999,0.0,4.166666666666667,12466666666.666666,230592.3076923077,68784.61538461539,35353.84615384616,0.3666666666666667,51.4,37.66666666666666,-0.8666666666666666,-1.4666666666666668,18200000.0,1.1916666666666669,26.0,213333.33333333328,57.06666666666666,2268076.923076923,269500.0,22071428571.42857,0.13333333333333336,34.53333333333333,244666.66666666663,10.3,5.2,0.26666666666666666,566.7857142857142,14936666666.666666,-43150000000.0,46.66666666666666,-66333333333.333336,-0.1333333333333333,-1.1333333333333333,-0.2,0.10000000000000002,0.13333333333333333,-0.06666666666666668,-8.896666666666668,78.06666666666666,-0.3,91.81666666666666,2.6333333333333333,17433333333.333332,62.33333333333334,1157000.0,0.1,1107333.333333333,-0.13333333333333333,-2.833333333333333,5053333.333333333,4.766666666666667,94.83333333333331,0.7000000000000001,0.6666666666666666,488666.66666666674,0.375,-0.13333333333333333,-0.1333333333333333,0.6,2.333333333333333,0.4666666666666667,49.26666666666667,2.201,0.03333333333333333,0.3333333333333333,0.03333333333333335,-2.0,3.4,-113500000000.0,0.1423076923076923,-0.5333333333333333
2016Q1,77920000000.0,254110000000.0,204950000000.0,235000000000.0,233130000000.0,157550000000.0,1296670000000.0,60660000000.0,261650000000.0,65700000000.0,31950000000.0,41980000000.0,487070000000.0,21230000000.0,6120000000.0,1.019,2.708333333333333,1.3333333333333333,1.6443333333333332,7406666.666666668,9990000.0,-3.6666666666666665,128.5,61633.33333333334,-0.15,0.20000000000000004,2235.230769230769,2.2333333333333334,245.75333333333333,1.6666666666666667,1.1,237.38666666666663,-26.66666666666667,1.8666666666666665,8.700000000000001,0.5333333333333333,621153.8461538461,-0.5333333333333332,-0.4000000000000001,-0.06666666666666665,-5633333333.333333,1626153.8461538462,0.6999999999999998,8333.333333333334,5.9,-2.466666666666667,47.5,53.76666666666667,57.16666666666666,50.70000000000001,56.23333333333333,47.0,274038.4615384616,5543500.0,-9.0,-10.0,0.13333333333333333,-5333.333333333333,3.9546153846153835,222.12307692307687,2.6166666666666667,82.13333333333334,105.88333333333334,231.7333333333333,466.5769230769232,1873.5,-2.9,720.2333333333332,93.13333333333333,17866666666.666668,108.53333333333336,21.73333333333333,8.4,-2.6666666666666665,3.0,-1.4,194333.33333333328,0.13333333333333333,0.20000000000000004,-0.2692307692307692,1.1307692307692307,0.2333333333333333,0.26666666666666666,3.333333333333333,5.666666666666668,0.7999999999999999,0.3666666666666667,-11.133333333333333,27566666666.666668,208738.4615384616,100169.23076923077,44630.76923076923,0.43333333333333335,49.83333333333334,41.16666666666666,0.3333333333333334,0.7999999999999999,17486666.666666668,1.9923076923076928,16.875,206333.33333333328,53.8,3648076.923076923,274076.92307692306,-98692307692.3077,0.2333333333333333,34.46666666666667,202666.66666666663,9.8,4.933333333333334,-0.03333333333333333,441.25,19143333333.333332,-44393333333.333336,47.29999999999999,-81933333333.33333,0.06666666666666668,-0.4000000000000001,-0.06666666666666668,0.13333333333333333,0.2333333333333333,-0.03333333333333333,-11.796666666666667,76.2,-0.06666666666666665,91.45,2.5500000000000003,46033333333.333336,58.66666666666666,1151666.666666667,0.10000000000000002,1122000.0,-0.06666666666666668,2.0333333333333337,5293333.333333333,5.5,95.5,0.5333333333333333,6.666666666666668,505666.66666666674,0.5,0.20000000000000004,0.9666666666666668,0.6,0.8000000000000002,0.625,52.26666666666667,1.905,0.16666666666666666,0.3666666666666667,0.2333333333333333,-0.8,4.3,-124700000000.0,0.2961538461538461,-0.10000000000000002
